path_uid,from_node,to_node,path_id,sample_index,offset_time,x,y,theta,speed,footprint_radius
IN1__IN2__path_1,IN1,IN2,path_1,0,0.0,0.05,1.05,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,1,0.5,0.05,1.55,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,2,1.0,0.05,2.05,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,3,1.5,0.05,2.55,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,4,2.0,0.05,3.05,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,5,2.5,0.05,3.55,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,6,3.0,0.05,4.05,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,7,3.5,0.05,4.55,1.570796,1.0,0.25
IN1__IN2__path_1,IN1,IN2,path_1,8,3.9,0.05,4.95,1.570796,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,3,1.5,1.55,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,4,2.0,2.05,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,5,2.5,2.55,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,6,3.0,3.05,1.05,0.0,1.0,0.25
IN1__P1__path_1,IN1,P1,path_1,7,3.141,3.15,0.95,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,3,1.5,1.433,1.333,0.785398,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,4,2.0,1.801,1.65,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,5,2.5,2.169,1.969,0.785398,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,6,3.0,2.523,2.323,0.785398,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,7,3.5,2.876,2.676,0.785398,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,8,4.0,3.263,2.95,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,9,4.5,3.763,2.95,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,10,5.0,4.263,2.95,0.0,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,11,5.5,4.35,2.537,-1.570796,1.0,0.25
IN1__P2__path_1,IN1,P2,path_1,12,5.687,4.35,2.35,-1.570796,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,1,0.5,0.404,1.404,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,2,1.0,0.757,1.757,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,3,1.5,1.111,2.111,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,4,2.0,1.464,2.464,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,5,2.5,1.818,2.818,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,6,3.0,2.171,3.171,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,7,3.5,2.525,3.525,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,8,4.0,2.878,3.878,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,9,4.5,3.232,4.232,0.785398,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,10,5.0,3.45,4.642,1.570796,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,11,5.5,3.65,5.059,1.570796,1.0,0.25
IN1__P3__path_1,IN1,P3,path_1,12,5.733,3.75,5.25,1.570796,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,10,5.0,4.669,0.769,0.785398,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,11,5.5,4.95,1.153,1.570796,1.0,0.25
IN1__P4__path_1,IN1,P4,path_1,12,5.738,5.05,1.35,1.570796,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,1,0.5,0.404,1.404,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,2,1.0,0.816,1.616,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,3,1.5,1.169,1.969,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,4,2.0,1.523,2.323,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,5,2.5,1.876,2.676,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,6,3.0,2.23,3.03,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,7,3.5,2.583,3.383,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,8,4.0,2.937,3.737,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,9,4.5,3.432,3.75,0.0,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,10,5.0,3.932,3.75,0.0,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,11,5.5,4.432,3.75,0.0,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,12,6.0,4.908,3.808,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,13,6.5,5.349,3.949,0.785398,1.0,0.25
IN1__P5__path_1,IN1,P5,path_1,14,6.843,5.65,4.05,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,1,0.5,0.404,1.404,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,2,1.0,0.757,1.757,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,3,1.5,1.111,2.111,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,4,2.0,1.464,2.464,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,5,2.5,1.846,2.75,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,6,3.0,2.23,3.03,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,7,3.5,2.583,3.383,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,8,4.0,2.937,3.737,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,9,4.5,3.432,3.75,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,10,5.0,3.932,3.75,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,11,5.5,4.349,3.949,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,12,6.0,4.791,4.091,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,13,6.5,5.203,4.303,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,14,7.0,5.586,4.586,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,15,7.5,5.939,4.939,0.785398,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,16,8.0,6.25,5.31,1.570796,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,17,8.5,6.51,5.55,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,18,9.0,7.01,5.55,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,19,9.5,7.51,5.55,0.0,1.0,0.25
IN1__P6__path_1,IN1,P6,path_1,20,9.94,7.95,5.55,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,10,5.0,4.801,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,11,5.5,5.301,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,12,6.0,5.801,0.45,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,13,6.5,6.26,0.55,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,14,7.0,6.728,0.628,0.785398,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,15,7.5,7.094,0.95,0.0,1.0,0.25
IN1__P7__path_1,IN1,P7,path_1,16,7.797,7.35,1.05,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,10,5.0,4.76,0.55,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,11,5.5,5.26,0.55,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,12,6.0,5.76,0.55,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,13,6.5,6.26,0.55,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,14,7.0,6.728,0.628,0.785398,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,15,7.5,7.219,0.65,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,16,8.0,7.719,0.65,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,17,8.5,8.219,0.65,0.0,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,18,9.0,8.65,0.719,1.570796,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,19,9.5,8.65,1.219,1.570796,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,20,10.0,8.65,1.719,1.570796,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,21,10.5,8.65,2.219,1.570796,1.0,0.25
IN1__P8__path_1,IN1,P8,path_1,22,10.673,8.75,2.35,1.570796,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,1,0.5,0.404,1.404,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,2,1.0,0.757,1.757,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,3,1.5,1.111,2.111,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,4,2.0,1.464,2.464,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,5,2.5,1.818,2.818,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,6,3.0,2.171,3.171,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,7,3.5,2.583,3.383,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,8,4.0,2.937,3.737,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,9,4.5,3.432,3.75,0.0,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,10,5.0,3.849,3.95,0.0,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,11,5.5,4.266,4.15,0.0,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,12,6.0,4.683,4.35,0.0,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,13,6.5,5.183,4.35,0.0,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,14,7.0,5.586,4.586,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,15,7.5,5.939,4.939,0.785398,1.0,0.25
IN1__P9__path_1,IN1,P9,path_1,16,7.857,6.25,5.05,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,10,5.0,4.801,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,11,5.5,5.301,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,12,6.0,5.801,0.45,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,13,6.5,6.26,0.55,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,14,7.0,6.728,0.628,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,15,7.5,7.219,0.65,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,16,8.0,7.719,0.65,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,17,8.5,8.219,0.65,0.0,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,18,9.0,8.699,0.699,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,19,9.5,9.052,1.052,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,20,10.0,9.406,1.406,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,21,10.5,9.618,1.818,0.785398,1.0,0.25
IN1__SORT1__path_1,IN1,SORT1,path_1,22,10.887,9.75,2.15,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,1,0.5,0.426,1.35,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,2,1.0,0.816,1.616,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,3,1.5,1.169,1.969,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,4,2.0,1.523,2.323,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,5,2.5,1.876,2.676,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,6,3.0,2.23,3.03,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,7,3.5,2.583,3.383,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,8,4.0,2.937,3.737,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,9,4.5,3.432,3.75,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,10,5.0,3.932,3.75,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,11,5.5,4.432,3.75,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,12,6.0,4.908,3.808,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,13,6.5,5.39,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,14,7.0,5.89,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,15,7.5,6.39,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,16,8.0,6.89,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,17,8.5,7.39,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,18,9.0,7.89,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,19,9.5,8.39,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,20,10.0,8.89,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,21,10.5,9.39,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,22,11.0,9.89,3.85,0.0,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,23,11.5,10.32,4.02,0.785398,1.0,0.25
IN1__SORT2__path_1,IN1,SORT2,path_1,24,11.543,10.35,4.05,0.785398,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,10,5.0,4.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,11,5.5,5.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,12,6.0,5.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,13,6.5,6.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,14,7.0,6.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,15,7.5,7.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,16,8.0,7.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,17,8.5,8.301,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,18,9.0,8.801,0.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,19,9.5,9.219,0.65,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,20,10.0,9.636,0.85,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,21,10.5,10.053,1.05,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,22,11.0,10.47,1.25,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,23,11.5,10.887,1.45,0.0,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,24,12.0,11.318,1.618,0.785398,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,25,12.5,11.73,1.83,0.785398,1.0,0.25
IN1__OUT1__path_1,IN1,OUT1,path_1,26,12.87,12.05,1.95,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,0,0.0,0.05,1.05,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,1,0.5,0.426,1.35,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,2,1.0,0.816,1.616,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,3,1.5,1.169,1.969,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,4,2.0,1.523,2.323,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,5,2.5,1.876,2.676,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,6,3.0,2.23,3.03,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,7,3.5,2.583,3.383,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,8,4.0,2.937,3.737,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,9,4.5,3.432,3.75,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,10,5.0,3.932,3.75,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,11,5.5,4.432,3.75,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,12,6.0,4.908,3.808,0.785398,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,13,6.5,5.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,14,7.0,5.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,15,7.5,6.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,16,8.0,6.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,17,8.5,7.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,18,9.0,7.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,19,9.5,8.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,20,10.0,8.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,21,10.5,9.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,22,11.0,9.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,23,11.5,10.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,24,12.0,10.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,25,12.5,11.39,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,26,13.0,11.89,3.85,0.0,1.0,0.25
IN1__OUT2__path_1,IN1,OUT2,path_1,27,13.201,12.05,3.95,0.0,1.0,0.25
IN1__CHG1__path_1,IN1,CHG1,path_1,0,0.0,0.05,1.05,-0.785398,1.0,0.25
IN1__CHG1__path_1,IN1,CHG1,path_1,1,0.5,0.404,0.696,-0.785398,1.0,0.25
IN1__CHG1__path_1,IN1,CHG1,path_1,2,1.0,0.757,0.343,-0.785398,1.0,0.25
IN1__CHG1__path_1,IN1,CHG1,path_1,3,1.414,1.05,0.05,-0.785398,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,0,0.0,0.05,1.05,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,1,0.5,0.55,1.05,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,2,1.0,1.05,1.05,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,3,1.5,1.433,0.767,-0.785398,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,4,2.0,1.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,5,2.5,2.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,6,3.0,2.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,7,3.5,3.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,8,4.0,3.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,9,4.5,4.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,10,5.0,4.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,11,5.5,5.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,12,6.0,5.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,13,6.5,6.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,14,7.0,6.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,15,7.5,7.301,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,16,8.0,7.801,0.45,0.0,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,17,8.5,8.286,0.414,-0.785398,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,18,9.0,8.699,0.201,-0.785398,1.0,0.25
IN1__CHG2__path_1,IN1,CHG2,path_1,19,9.414,9.05,0.05,-0.785398,1.0,0.25
