amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T01,1,,IN1,P1,SORT1,2.0,0.0,25.0,2.0,vg::IN1__P1__path_1,path_1,2.98,2.98,2.98,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,2.98,2.98,14.106667,0.0,0.0,13.2368,76.7632,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T03,2,T01,SORT1,P5,SORT1,3.0,2.0,32.0,1.0,vg::SORT1__P5__path_1,path_1,4.709,4.709,5.709,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,18.815667,18.815667,27.047889,0.0,0.0,10.9598,65.8034,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T08,3,T03,SORT1,P9,SORT2,2.0,10.0,45.0,3.0,vg::SORT1__P9__path_1,path_1,5.106,5.106,6.106,vg::P9__SORT2__path_1,path_1,5.682222,5.114,5.614,32.153889,32.153889,39.836111,0.0,0.0,11.6428,54.1606,ok,ok,m3_regret_insertion_ls+mixed,
AMR1,AMR1,T09,4,T08,SORT2,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT2__P4__path_1,path_1,6.941,6.941,8.440999999999999,vg::P4__SORT1__path_1,path_1,7.291111,6.562,8.062000000000001,46.777111,46.777111,56.068222,8.068222,0.0,15.2154,38.9452,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T05,2,T02,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,17.101333,17.101333,23.972444,0.0,0.0,8.5998,63.152,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T13,3,T05,OUT2,P3,SORT1,2.0,19.0,44.0,3.0,vg::OUT2__P3__path_1,path_1,9.356,9.356,10.356,vg::P3__SORT1__path_1,path_1,8.541111,7.687,9.187,33.328444,33.328444,43.869556,0.0,0.0,18.9804,44.1716,ok,ok,m3_regret_insertion_ls+mixed,
AMR2,AMR2,T12,4,T13,SORT1,P8,OUT1,2.0,18.0,55.0,3.0,vg::SORT1__P8__path_1,path_1,0.92,0.92,0.92,vg::P8__OUT1__path_1,path_1,3.554444,3.199,3.199,44.789556,44.789556,50.344,0.0,0.0,5.1588,39.0128,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T06,1,,CHG1,P2,SORT1,2.0,6.0,36.0,1.0,vg::CHG1__P2__path_1,path_1,6.131111,5.518,6.018,vg::P2__SORT1__path_1,path_1,7.301235,5.914,7.914,6.131111,6.131111,15.432346,0.0,0.0,13.0148,86.9852,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T07,2,T06,SORT1,P7,OUT1,3.0,8.0,42.0,2.0,vg::SORT1__P7__path_1,path_1,4.177778,3.76,4.76,vg::P7__OUT1__path_1,path_1,6.690123,5.419,6.419,19.610123,19.610123,29.300247,0.0,0.0,10.8628,76.1224,ok,ok,m3_regret_insertion_ls+mixed,
AMR3,AMR3,T10,3,T07,OUT1,P5,OUT1,3.0,14.0,50.0,2.0,basic_astar::OUT1__P5__path_1,path_2,8.077778,7.27,10.27,vg::P5__OUT1__path_1,path_1,8.318519,6.738,7.738,37.378025,37.378025,48.696543,0.0,0.0,15.9556,60.1668,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T04,1,,CHG2,P8,SORT2,2.0,4.0,35.0,3.0,vg::CHG2__P8__path_1,path_1,2.142727,2.357,2.357,vg::P8__SORT2__path_1,path_1,2.317172,2.294,2.294,2.142727,4.0,8.317172,0.0,1.857273,5.5098,74.4902,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T11,2,T04,SORT2,P3,OUT2,2.0,16.0,52.0,2.0,vg::SORT2__P3__path_1,path_1,7.014545,7.716,8.716000000000001,vg::P3__OUT2__path_1,path_1,9.450505,9.356,10.356,15.331717,16.0,27.450505,0.0,0.668283,19.3432,55.147,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T14,3,T11,OUT2,P5,SORT2,2.0,20.0,48.0,2.0,vg::OUT2__P5__path_1,path_1,5.800909,6.381,6.381,basic_astar::P5__SORT2__path_1,path_1,4.747475,4.7,4.7,33.251414,33.251414,39.998889,0.0,0.0,12.421,42.726,ok,ok,m3_regret_insertion_ls+mixed,
AMR4,AMR4,T15,4,T14,SORT2,P6,SORT1,2.0,20.0,49.0,3.0,vg::SORT2__P6__path_1,path_1,2.671818,2.939,3.439,vg::P6__SORT1__path_1,path_1,4.114141,4.073,4.573,42.670707,42.670707,48.784848,0.0,0.0,8.2266,34.4994,ok,ok,m3_regret_insertion_ls+mixed,
