amr_id,assigned_amr,task_id,sequence_order,predecessor_task_id,start_node,pickup,delivery,service_time,earliest_start,latest_finish,priority,transition_path_uid,transition_path_id,transition_travel_time,transition_distance,transition_cost,loaded_path_uid,loaded_path_id,loaded_travel_time,loaded_distance,loaded_cost,estimated_arrival_pickup,estimated_start_time,estimated_finish_time,estimated_delay,estimated_waiting,energy_used,battery_after,transition_status,loaded_path_status,assignment_method,notes
AMR1,AMR1,T01,1,,IN1,P1,SORT1,2.0,0.0,25.0,2.0,vg::IN1__P1__path_1,path_1,2.98,2.98,2.98,vg::P1__SORT1__path_1,path_1,9.126667,8.214,10.214,2.98,2.98,14.106667,0.0,0.0,13.2368,76.7632,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T03,2,T01,SORT1,P5,SORT1,3.0,2.0,32.0,1.0,vg::SORT1__P5__path_1,path_1,4.709,4.709,5.709,vg::P5__SORT1__path_1,path_1,5.232222,4.709,5.709,18.815667,18.815667,27.047889,0.0,0.0,10.9598,65.8034,ok,ok,m2_milp_goal_programming+mixed,
AMR1,AMR1,T04,3,T03,SORT1,P8,SORT2,2.0,4.0,35.0,3.0,vg::SORT1__P8__path_1,path_1,0.92,0.92,0.92,vg::P8__SORT2__path_1,path_1,2.548889,2.294,2.294,27.967889,27.967889,32.516778,0.0,0.0,4.0728,61.7306,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T02,1,,IN2,P3,SORT2,2.0,0.0,28.0,2.0,vg::IN2__P3__path_1,path_1,3.589,3.589,3.589,vg::P3__SORT2__path_1,path_1,8.573333,7.716,8.716000000000001,3.589,3.589,14.162333,0.0,0.0,13.2482,71.7518,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T08,2,T02,SORT2,P9,SORT2,2.0,10.0,45.0,3.0,vg::SORT2__P9__path_1,path_1,5.114,5.114,5.614,vg::P9__SORT2__path_1,path_1,5.682222,5.114,5.614,19.276333,19.276333,26.958556,0.0,0.0,11.6508,60.101,ok,ok,m2_milp_goal_programming+mixed,
AMR2,AMR2,T05,3,T08,SORT2,P6,OUT2,2.0,5.0,38.0,2.0,vg::SORT2__P6__path_1,path_1,2.939,2.939,3.439,vg::P6__OUT2__path_1,path_1,4.871111,4.384,4.884,29.897556,29.897556,36.768667,0.0,0.0,8.5998,51.5012,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T06,1,,CHG1,P2,SORT1,2.0,6.0,36.0,1.0,vg::CHG1__P2__path_1,path_1,6.131111,5.518,6.018,vg::P2__SORT1__path_1,path_1,7.301235,5.914,7.914,6.131111,6.131111,15.432346,0.0,0.0,13.0148,86.9852,ok,ok,m2_milp_goal_programming+mixed,
AMR3,AMR3,T09,2,T06,SORT1,P4,SORT1,2.0,12.0,48.0,1.0,vg::SORT1__P4__path_1,path_1,7.291111,6.562,8.062000000000001,vg::P4__SORT1__path_1,path_1,8.101235,6.562,8.062000000000001,22.723457,22.723457,32.824691,0.0,0.0,14.8364,72.1488,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T07,1,,CHG2,P7,OUT1,3.0,8.0,42.0,2.0,vg::CHG2__P7__path_1,path_1,1.995455,2.195,2.695,vg::P7__OUT1__path_1,path_1,5.473737,5.419,6.419,1.995455,8.0,16.473737,0.0,6.004545,9.2978,70.7022,ok,ok,m2_milp_goal_programming+mixed,
AMR4,AMR4,T10,2,T07,OUT1,P5,OUT1,3.0,14.0,50.0,2.0,vg::OUT1__P5__path_1,path_1,6.125455,6.738,7.738,vg::P5__OUT1__path_1,path_1,6.806061,6.738,7.738,22.599192,22.599192,32.405253,0.0,0.0,15.4236,55.2786,ok,ok,m2_milp_goal_programming+mixed,
